id,text,label,sub_label,source
R0005,"Hi, [1] new Home Loan offer for you | Rates start as low as 6.75% | EMIs from Rs. 649/lakh. Apply now. TnC apply bnkbzr.co/o68urxqDiB",Financial Fraud,Loan/Credit Card Scam,real
R0006,"The summer heat is here ! Get your AC, Air Cooler or Fridge now and pay later at no cost using Federal Bank Debit Card EMI ! Click https://fdrl.in/t/dPmgHO for the latest offers -Federal Bank",Phishing,Malicious Link,real
R0007,Don't let security concerns ruin your travel plans! Get Airtel Xsafe- Wi-Fi enabled surveillance solution that sends real time alerts. Order now and get FREE installation i.airtel.in/PreEye,Phishing,General Scam Message,real
R0008,"Rs299 recharged! Enjoy Unlimited Calls+4GB/Day+100SMS/Day. Valid for 28 Days.Your 1 yr ZEE5 Premium subscription credited! To activate, click bit.ly/ViZee5Offer",Phishing,Malicious Link,real
R0009,You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,Phishing,General Scam Message,real
R0010,This diwali let's do big savings. Get 75% off on salary withdrawals upto Rs3000. Offer valid 25th Oct-13th Nov. Sign up now weurl.co/wiroNb Team Refyne,Phishing,General Scam Message,real
R0011,"Dear Customer, Exclusive Offer! Get 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Apply now for a Rs.1000* Gift Card> http://fkrt.it/Y4frc9NNNN",Financial Fraud,Loan/Credit Card Scam,real
R0012,"Congrats , It's confirmed! Get Cash Loan up to Rs.50,000 at Truebalance. No paperwork, quick approval! Click - http://1kx.in/kA9HAQ - Credit Cardon",Financial Fraud,Loan/Credit Card Scam,real
R0013,"Congrats 99467696XX, Your Credit Card Of Limit Rs 500000 Is Ready for Pre-approval.T&C Apply, Click here : http://1kx.in/jdrQUy",Financial Fraud,Loan/Credit Card Scam,real
R0014,OTP is 513485 and is valid for 10 minutes. Aadhaar enrollment and Mandatory biometric updates are free.Pay only Rs.50 for other updation,Financial Fraud,KYC/OTP/Aadhaar Scam,real
R0015,"Your A/c can be credited with Rs.3,99,999* Instant transfer..! Secure and hassle-free Loan. Apply now: a0n.in/s/jBq0k3F8ud T&C*",Financial Fraud,Loan/Credit Card Scam,real
R0016,"Order of Online, your product ,AWB:23409913772622 is picked.Download ack.:https://tiny.xbees.in/zvH8q5xU ,For feedback click fb.xbees.in/eaf2e66i Xpressbees",Phishing,Malicious Link,real
R0017,"Dear Digi Yatri, Your OTP for Digi Yatra App is 779357 Have a seamless and health-risk-free journey. Thanks, Digi Yatra Foundation 6q3sJ5ApRx2",Financial Fraud,KYC/OTP/Aadhaar Scam,real
R0018,"Verify the credentials of unknown callers, investment portals offering high returns and requests for urgent help for money received through Social Media. -RBI",Phishing,General Scam Message,real
R0019,"Do not click on unknown links offering cashback, attractive returns, quick loans, job offers or requests for money. -RBI",Employment Scam,Fake Job Offer,real
R0020,Beware of fake calls claiming that your registered mobile number will be blocked. To check/report mobile numbers in your name visit https://sancharsaathi.gov.in - Dept of Telecom,Phishing,Malicious Link,real
R0021,UIDAI recommends updating Proof of Identity & Address documents in your Aadhaar (free at myaadhaar.uidai.gov.in or @ Rs 50/- at any Aadhaar Centre) -UIDAI,Financial Fraud,KYC/OTP/Aadhaar Scam,real
R0022,"Dear Customer, Thank you for the transaction done today at SBI 70555 branch. Plz click on the given link to share your experience. https://crcf.sbi.co.in/ccf/home/GetFeedback?TxnDate=041023&TxnType=001060&JNo=20254308824. The feedback may be provided before 8 am tomorrow. No Personal Information would be captured. SBI",Phishing,Malicious Link,real
R0023,"Dear we can offer you to work online & earn 8000-20000/day according to your performance, no time limit, contact: https://wa.me/919678462191 BBKUMR",Employment Scam,Fake Job Offer,real
R0024,Do not click on suspicious link or download App which promises fake part /full time jobs.,Employment Scam,Fake Job Offer,real
R0025,"Dear Amazon urgently recruiting for part-time jobs, you can earn 1000-3000Rs every day ,Click here to get yours: wa.me/918858599810 LFPL",Employment Scam,Fake Job Offer,real
R0026,<#> 1347 is your OTP to login into Airtel Thanks app. OTP valid for 15 mins. Do not share with anyone. If this was not you click i.airtel.in/Contact N9BWuqauU1y,Financial Fraud,KYC/OTP/Aadhaar Scam,real
R0027,"Dear Customer, avail the most rewarding Savings Account with YES BANK & also get offers on lockers, demat and loans. Know more: http://yesbnk.in/y8Itm5",Financial Fraud,Loan/Credit Card Scam,real
